token_id,value_type,numeric_value,text_value,unit,display_format,status
CP01_DIAG__INFLUENCE__TOP_ABS_T__R05__ROW_ID,text,,CP01-R0611,row_id,text,VERIFIED_REPLAY
CP01_DIAG__INFLUENCE__TOP_ABS_T__R05__SOURCE_RECORD,integer,611,,record,integer,VERIFIED_REPLAY
CP01_DIAG__INFLUENCE__TOP_ABS_T__R05__SOURCE_LINE,integer,612,,line,integer,VERIFIED_REPLAY
CP01_DIAG__INFLUENCE__TOP_ABS_T__R05__LEVERAGE,float64,0.03145035,,dimensionless,fixed_8,VERIFIED_REPLAY
CP01_DIAG__INFLUENCE__TOP_ABS_T__R05__T_DELETED,float64,-2.74417332,,dimensionless,fixed_8,VERIFIED_REPLAY
CP01_DIAG__INFLUENCE__TOP_ABS_T__R05__COOK,float64,0.02699698,,dimensionless,fixed_8,VERIFIED_REPLAY
CP01_DIAG__INFLUENCE__TOP_COOK__R01__ROW_ID,text,,CP01-R0611,row_id,text,VERIFIED_REPLAY
CP01_DIAG__INFLUENCE__TOP_COOK__R01__SOURCE_RECORD,integer,611,,record,integer,VERIFIED_REPLAY
CP01_DIAG__INFLUENCE__TOP_COOK__R01__SOURCE_LINE,integer,612,,line,integer,VERIFIED_REPLAY
CP01_DIAG__INFLUENCE__TOP_COOK__R01__LEVERAGE,float64,0.03145035,,dimensionless,fixed_8,VERIFIED_REPLAY
CP01_DIAG__INFLUENCE__TOP_COOK__R01__T_DELETED,float64,-2.74417332,,dimensionless,fixed_8,VERIFIED_REPLAY
CP01_DIAG__INFLUENCE__TOP_COOK__R01__COOK,float64,0.02699698,,dimensionless,fixed_8,VERIFIED_REPLAY
CP01_DIAG__INFLUENCE__TOP_COOK__R02__ROW_ID,text,,CP01-R0057,row_id,text,VERIFIED_REPLAY
CP01_DIAG__INFLUENCE__TOP_COOK__R02__SOURCE_RECORD,integer,57,,record,integer,VERIFIED_REPLAY
CP01_DIAG__INFLUENCE__TOP_COOK__R02__SOURCE_LINE,integer,58,,line,integer,VERIFIED_REPLAY
CP01_DIAG__INFLUENCE__TOP_COOK__R02__LEVERAGE,float64,0.03136960,,dimensionless,fixed_8,VERIFIED_REPLAY
CP01_DIAG__INFLUENCE__TOP_COOK__R02__T_DELETED,float64,-2.74500556,,dimensionless,fixed_8,VERIFIED_REPLAY
CP01_DIAG__INFLUENCE__TOP_COOK__R02__COOK,float64,0.02694163,,dimensionless,fixed_8,VERIFIED_REPLAY
CP01_DIAG__INFLUENCE__TOP_COOK__R03__ROW_ID,text,,CP01-R0225,row_id,text,VERIFIED_REPLAY
CP01_DIAG__INFLUENCE__TOP_COOK__R03__SOURCE_RECORD,integer,225,,record,integer,VERIFIED_REPLAY
CP01_DIAG__INFLUENCE__TOP_COOK__R03__SOURCE_LINE,integer,226,,line,integer,VERIFIED_REPLAY
CP01_DIAG__INFLUENCE__TOP_COOK__R03__LEVERAGE,float64,0.03448556,,dimensionless,fixed_8,VERIFIED_REPLAY
CP01_DIAG__INFLUENCE__TOP_COOK__R03__T_DELETED,float64,-2.59763984,,dimensionless,fixed_8,VERIFIED_REPLAY
CP01_DIAG__INFLUENCE__TOP_COOK__R03__COOK,float64,0.02662907,,dimensionless,fixed_8,VERIFIED_REPLAY
CP01_DIAG__INFLUENCE__TOP_COOK__R04__ROW_ID,text,,CP01-R0043,row_id,text,VERIFIED_REPLAY
CP01_DIAG__INFLUENCE__TOP_COOK__R04__SOURCE_RECORD,integer,43,,record,integer,VERIFIED_REPLAY
CP01_DIAG__INFLUENCE__TOP_COOK__R04__SOURCE_LINE,integer,44,,line,integer,VERIFIED_REPLAY
CP01_DIAG__INFLUENCE__TOP_COOK__R04__LEVERAGE,float64,0.03148094,,dimensionless,fixed_8,VERIFIED_REPLAY
CP01_DIAG__INFLUENCE__TOP_COOK__R04__T_DELETED,float64,-2.66072327,,dimensionless,fixed_8,VERIFIED_REPLAY
CP01_DIAG__INFLUENCE__TOP_COOK__R04__COOK,float64,0.02541664,,dimensionless,fixed_8,VERIFIED_REPLAY
CP01_DIAG__INFLUENCE__TOP_COOK__R05__ROW_ID,text,,CP01-R0004,row_id,text,VERIFIED_REPLAY
CP01_DIAG__INFLUENCE__TOP_COOK__R05__SOURCE_RECORD,integer,4,,record,integer,VERIFIED_REPLAY
CP01_DIAG__INFLUENCE__TOP_COOK__R05__SOURCE_LINE,integer,5,,line,integer,VERIFIED_REPLAY
CP01_DIAG__INFLUENCE__TOP_COOK__R05__LEVERAGE,float64,0.02871622,,dimensionless,fixed_8,VERIFIED_REPLAY
CP01_DIAG__INFLUENCE__TOP_COOK__R05__T_DELETED,float64,-2.60411695,,dimensionless,fixed_8,VERIFIED_REPLAY
CP01_DIAG__INFLUENCE__TOP_COOK__R05__COOK,float64,0.02215172,,dimensionless,fixed_8,VERIFIED_REPLAY
CP01_DIAG__DELETE_ONE__MAX_STANDARDIZED_COEF_SHIFT__ROW_ID,text,,CP01-R0225,row_id,text,VERIFIED_REPLAY
CP01_DIAG__DELETE_ONE__MAX_STANDARDIZED_COEF_SHIFT__TERM,text,,WATER,term_id,text,VERIFIED_REPLAY
CP01_DIAG__DELETE_ONE__MAX_STANDARDIZED_COEF_SHIFT__VALUE,float64,0.44057951,,primary_SE,fixed_8,VERIFIED_REPLAY
CP01_DIAG__DELETE_ONE__MAX_STANDARDIZED_COEF_SHIFT__FULL_ESTIMATE,float64,-0.14991842,,MPa_per_kg_per_m3,fixed_8,VERIFIED_REPLAY
CP01_DIAG__DELETE_ONE__MAX_STANDARDIZED_COEF_SHIFT__DELETED_ESTIMATE,float64,-0.16761960,,MPa_per_kg_per_m3,fixed_8,VERIFIED_REPLAY
CP01_DIAG__DELETE_ONE__MAX_STANDARDIZED_COEF_SHIFT__FULL_MINUS_DELETED,float64,0.01770118,,MPa_per_kg_per_m3,fixed_8,VERIFIED_REPLAY
CP01_DIAG__DELETE_ONE__ANY_COEF_SIGN_REVERSAL,boolean,,false,dimensionless,boolean,VERIFIED_REPLAY
CP01_DIAG__DELETE_ONE__MAX_COOK_ROW__AGE_FULL,float64,0.11422207,,MPa_per_day,fixed_8,VERIFIED_REPLAY
CP01_DIAG__DELETE_ONE__MAX_COOK_ROW__AGE_DELETED,float64,0.11659898,,MPa_per_day,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__LEVERAGE_ONLY_COUNT,integer,44,,rows,integer,VERIFIED_REPLAY
CP01_DIAG__SCREEN__COOK_ONLY_COUNT,integer,43,,rows,integer,VERIFIED_REPLAY
CP01_DIAG__SCREEN__INTERSECTION_COUNT,integer,36,,rows,integer,VERIFIED_REPLAY
CP01_DIAG__SCREEN__UNION_COUNT,integer,123,,rows,integer,VERIFIED_REPLAY
CP01_DIAG__SCREEN__RETAINED_COUNT,integer,907,,rows,integer,VERIFIED_REPLAY
CP01_DIAG__SCREEN__FULL_REFIT__P,integer,9,,columns,integer,VERIFIED_REPLAY
CP01_DIAG__SCREEN__FULL_REFIT__RANK,integer,9,,rank,integer,VERIFIED_REPLAY
CP01_DIAG__SCREEN__FULL_REFIT__DF_RESIDUAL,integer,898,,df,integer,VERIFIED_REPLAY
CP01_DIAG__SCREEN__FULL_REFIT__RSS,float64,55945.99928758,,MPa2,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__FULL_REFIT__S2,float64,62.30066736,,MPa2,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__FULL_REFIT__S,float64,7.89307718,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__FULL_REFIT__R2_ON_RETAINED,float64,0.76471227,,dimensionless,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__FULL_REFIT__KAPPA2_SCALED,float64,9.47005812,,dimensionless,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__REDUCED_REFIT__P,integer,6,,columns,integer,VERIFIED_REPLAY
CP01_DIAG__SCREEN__REDUCED_REFIT__RANK,integer,6,,rank,integer,VERIFIED_REPLAY
CP01_DIAG__SCREEN__REDUCED_REFIT__DF_RESIDUAL,integer,901,,df,integer,VERIFIED_REPLAY
CP01_DIAG__SCREEN__REDUCED_REFIT__RSS,float64,67094.75185855,,MPa2,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__REDUCED_REFIT__S2,float64,74.46698319,,MPa2,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__REDUCED_REFIT__S,float64,8.62942543,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__REDUCED_REFIT__R2_ON_RETAINED,float64,0.71782483,,dimensionless,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__REDUCED_REFIT__KAPPA2_SCALED,float64,2.00647671,,dimensionless,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__BLOCK_SFP__SS_EXTRA,float64,11148.75257096,,MPa2,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__BLOCK_SFP__F,float64,59.65025761,,F,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__BLOCK_SFP__DF1,integer,3,,df,integer,VERIFIED_REPLAY
CP01_DIAG__SCREEN__BLOCK_SFP__DF2,integer,898,,df,integer,VERIFIED_REPLAY
CP01_DIAG__SCREEN__BLOCK_SFP__P_F,float64,3.60370009e-35,,p_value,scientific_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__FULL_REFIT__COEF__INTERCEPT__ESTIMATE,float64,-1.89571229,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__FULL_REFIT__COEF__INTERCEPT__DELTA_FROM_PRIMARY,float64,21.43550129,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__FULL_REFIT__COEF__INTERCEPT__DELTA_IN_PRIMARY_SE,float64,0.80628531,,primary_SE,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__FULL_REFIT__COEF__CEMENT__ESTIMATE,float64,0.12182106,,MPa_per_kg_per_m3,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__FULL_REFIT__COEF__CEMENT__DELTA_FROM_PRIMARY,float64,0.00201673,,MPa_per_kg_per_m3,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__FULL_REFIT__COEF__CEMENT__DELTA_IN_PRIMARY_SE,float64,0.23756918,,primary_SE,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__FULL_REFIT__COEF__SLAG__ESTIMATE,float64,0.10492174,,MPa_per_kg_per_m3,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__FULL_REFIT__COEF__SLAG__DELTA_FROM_PRIMARY,float64,0.00105593,,MPa_per_kg_per_m3,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__FULL_REFIT__COEF__SLAG__DELTA_IN_PRIMARY_SE,float64,0.10417848,,primary_SE,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__FULL_REFIT__COEF__FLY_ASH__ESTIMATE,float64,0.07758453,,MPa_per_kg_per_m3,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__FULL_REFIT__COEF__FLY_ASH__DELTA_FROM_PRIMARY,float64,-0.01034979,,MPa_per_kg_per_m3,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__FULL_REFIT__COEF__FLY_ASH__DELTA_IN_PRIMARY_SE,float64,-0.82250110,,primary_SE,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__FULL_REFIT__COEF__WATER__ESTIMATE,float64,-0.21665343,,MPa_per_kg_per_m3,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__FULL_REFIT__COEF__WATER__DELTA_FROM_PRIMARY,float64,-0.06673501,,MPa_per_kg_per_m3,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__FULL_REFIT__COEF__WATER__DELTA_IN_PRIMARY_SE,float64,-1.66102372,,primary_SE,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__FULL_REFIT__COEF__SUPERPLASTICIZER__ESTIMATE,float64,0.36974232,,MPa_per_kg_per_m3,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__FULL_REFIT__COEF__SUPERPLASTICIZER__DELTA_FROM_PRIMARY,float64,0.07751772,,MPa_per_kg_per_m3,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__FULL_REFIT__COEF__SUPERPLASTICIZER__DELTA_IN_PRIMARY_SE,float64,0.82974028,,primary_SE,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__FULL_REFIT__COEF__COARSE_AGGREGATE__ESTIMATE,float64,0.01184271,,MPa_per_kg_per_m3,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__FULL_REFIT__COEF__COARSE_AGGREGATE__DELTA_FROM_PRIMARY,float64,-0.00624351,,MPa_per_kg_per_m3,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__FULL_REFIT__COEF__COARSE_AGGREGATE__DELTA_IN_PRIMARY_SE,float64,-0.66475173,,primary_SE,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__FULL_REFIT__COEF__FINE_AGGREGATE__ESTIMATE,float64,0.01231214,,MPa_per_kg_per_m3,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__FULL_REFIT__COEF__FINE_AGGREGATE__DELTA_FROM_PRIMARY,float64,-0.00787821,,MPa_per_kg_per_m3,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__FULL_REFIT__COEF__FINE_AGGREGATE__DELTA_IN_PRIMARY_SE,float64,-0.73616548,,primary_SE,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__FULL_REFIT__COEF__AGE__ESTIMATE,float64,0.20647805,,MPa_per_day,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__FULL_REFIT__COEF__AGE__DELTA_FROM_PRIMARY,float64,0.09225598,,MPa_per_day,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__FULL_REFIT__COEF__AGE__DELTA_IN_PRIMARY_SE,float64,16.99898093,,primary_SE,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__PREDICTION__SCREEN_COMPLEMENT__N,integer,907,,rows,integer,VERIFIED_REPLAY
CP01_DIAG__SCREEN__PREDICTION__SCREEN_COMPLEMENT__PRIMARY_RMSE,float64,8.77914108,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__PREDICTION__SCREEN_COMPLEMENT__REFIT_RMSE,float64,7.85381875,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__PREDICTION__SCREEN_COMPLEMENT__PRIMARY_MAE,float64,7.16061471,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__PREDICTION__SCREEN_COMPLEMENT__REFIT_MAE,float64,6.15700602,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__PREDICTION__SCREEN_COMPLEMENT__PREDICTION_DELTA_RMS,float64,3.92311728,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__PREDICTION__SCREEN_COMPLEMENT__PREDICTION_DELTA_MAE,float64,2.66661017,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__PREDICTION__SCREEN_COMPLEMENT__PREDICTION_DELTA_MAX_ABS,float64,20.76153329,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__PREDICTION__SCREEN_UNION__N,integer,123,,rows,integer,VERIFIED_REPLAY
CP01_DIAG__SCREEN__PREDICTION__SCREEN_UNION__PRIMARY_RMSE,float64,18.14746588,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__PREDICTION__SCREEN_UNION__REFIT_RMSE,float64,27.46931114,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__PREDICTION__SCREEN_UNION__PRIMARY_MAE,float64,15.98452421,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__PREDICTION__SCREEN_UNION__REFIT_MAE,float64,23.61488035,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__PREDICTION__SCREEN_UNION__PREDICTION_DELTA_RMS,float64,14.08008502,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__PREDICTION__SCREEN_UNION__PREDICTION_DELTA_MAE,float64,9.10611982,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__PREDICTION__SCREEN_UNION__PREDICTION_DELTA_MAX_ABS,float64,30.44921381,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__PREDICTION__ALL_ROWS__N,integer,1030,,rows,integer,VERIFIED_REPLAY
CP01_DIAG__SCREEN__PREDICTION__ALL_ROWS__PRIMARY_RMSE,float64,10.35360981,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__PREDICTION__ALL_ROWS__REFIT_RMSE,float64,12.01767529,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__PREDICTION__ALL_ROWS__PRIMARY_MAE,float64,8.21434371,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__PREDICTION__ALL_ROWS__REFIT_MAE,float64,8.24178131,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__PREDICTION__ALL_ROWS__PREDICTION_DELTA_RMS,float64,6.10141650,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__PREDICTION__ALL_ROWS__PREDICTION_DELTA_MAE,float64,3.43560016,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__PREDICTION__ALL_ROWS__PREDICTION_DELTA_MAX_ABS,float64,30.44921381,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__REFERENCE_PROFILE__PRIMARY_MUHAT_MPA,float64,22.21180098,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__REFERENCE_PROFILE__REFIT_MUHAT_MPA,float64,22.77079779,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__REFERENCE_PROFILE__DELTA_MPA,float64,0.55899680,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__MAX_ABS_COEF_DELTA_IN_PRIMARY_SE,float64,16.99898093,,primary_SE,fixed_8,VERIFIED_REPLAY
CP01_DIAG__SCREEN__MAX_ABS_COEF_DELTA_TERM,text,,AGE,term_id,text,VERIFIED_REPLAY
CP01_DIAG__LOG_AGE__N,integer,1030,,rows,integer,VERIFIED_REPLAY
CP01_DIAG__LOG_AGE__P,integer,9,,columns,integer,VERIFIED_REPLAY
CP01_DIAG__LOG_AGE__RANK,integer,9,,rank,integer,VERIFIED_REPLAY
CP01_DIAG__LOG_AGE__DF_RESIDUAL,integer,1021,,df,integer,VERIFIED_REPLAY
CP01_DIAG__LOG_AGE__RSS,float64,52119.82519362,,MPa2,fixed_8,VERIFIED_REPLAY
CP01_DIAG__LOG_AGE__S2,float64,51.04782095,,MPa2,fixed_8,VERIFIED_REPLAY
CP01_DIAG__LOG_AGE__S,float64,7.14477578,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__LOG_AGE__R2,float64,0.81850861,,dimensionless,fixed_8,VERIFIED_REPLAY
CP01_DIAG__LOG_AGE__KAPPA2_RAW,float64,106093.23801095,,dimensionless,fixed_8,VERIFIED_REPLAY
CP01_DIAG__LOG_AGE__KAPPA2_SCALED,float64,8.54118981,,dimensionless,fixed_8,VERIFIED_REPLAY
CP01_DIAG__LOG_AGE__DOUBLING_AGE_DELTA_MPA,float64,6.06267770,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__LOG_AGE__COUNT_H_GT_2P_OVER_N,integer,58,,rows,integer,VERIFIED_REPLAY
CP01_DIAG__LOG_AGE__COUNT_COOK_GT_4_OVER_N,integer,76,,rows,integer,VERIFIED_REPLAY
CP01_DIAG__LOG_AGE__MAX_LEVERAGE__ROW_ID,text,,CP01-R0229,row_id,text,VERIFIED_REPLAY
CP01_DIAG__LOG_AGE__MAX_LEVERAGE__VALUE,float64,0.03703279,,dimensionless,fixed_8,VERIFIED_REPLAY
CP01_DIAG__LOG_AGE__MAX_ABS_T__ROW_ID,text,,CP01-R0382,row_id,text,VERIFIED_REPLAY
CP01_DIAG__LOG_AGE__MAX_ABS_T__VALUE,float64,4.16980699,,dimensionless,fixed_8,VERIFIED_REPLAY
CP01_DIAG__LOG_AGE__MAX_COOK__ROW_ID,text,,CP01-R0382,row_id,text,VERIFIED_REPLAY
CP01_DIAG__LOG_AGE__MAX_COOK__VALUE,float64,0.02021056,,dimensionless,fixed_8,VERIFIED_REPLAY
CP01_DIAG__LOG_AGE__COEF__INTERCEPT__ESTIMATE,float64,-48.38794424,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__LOG_AGE__COEF__CEMENT__ESTIMATE,float64,0.13485667,,coefficient,fixed_8,VERIFIED_REPLAY
CP01_DIAG__LOG_AGE__COEF__SLAG__ESTIMATE,float64,0.11594459,,coefficient,fixed_8,VERIFIED_REPLAY
CP01_DIAG__LOG_AGE__COEF__FLY_ASH__ESTIMATE,float64,0.09439083,,coefficient,fixed_8,VERIFIED_REPLAY
CP01_DIAG__LOG_AGE__COEF__WATER__ESTIMATE,float64,-0.12881665,,coefficient,fixed_8,VERIFIED_REPLAY
CP01_DIAG__LOG_AGE__COEF__SUPERPLASTICIZER__ESTIMATE,float64,0.11882222,,coefficient,fixed_8,VERIFIED_REPLAY
CP01_DIAG__LOG_AGE__COEF__COARSE_AGGREGATE__ESTIMATE,float64,0.02968071,,coefficient,fixed_8,VERIFIED_REPLAY
CP01_DIAG__LOG_AGE__COEF__FINE_AGGREGATE__ESTIMATE,float64,0.03598873,,coefficient,fixed_8,VERIFIED_REPLAY
CP01_DIAG__LOG_AGE__COEF__LOG_AGE_28__ESTIMATE,float64,8.74659505,,coefficient,fixed_8,VERIFIED_REPLAY
CP01_DIAG__KOENKER__LOG_AGE__R2_AUX,float64,0.09887139,,dimensionless,fixed_8,VERIFIED_REPLAY
CP01_DIAG__KOENKER__LOG_AGE__LM,float64,101.83753665,,chi_square,fixed_8,VERIFIED_REPLAY
CP01_DIAG__KOENKER__LOG_AGE__DF,integer,8,,df,integer,VERIFIED_REPLAY
CP01_DIAG__KOENKER__LOG_AGE__P_ASYMPTOTIC,float64,1.79709510e-18,,p_value,scientific_8,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__ANALYTIC_LOOCV__FULL__PRESS,float64,112899.07992414,,MPa2,fixed_8,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__ANALYTIC_LOOCV__FULL__MSE,float64,109.61075721,,MPa2,fixed_8,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__ANALYTIC_LOOCV__FULL__RMSE_MPA,float64,10.46951561,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__ANALYTIC_LOOCV__FULL__MAE_MPA,float64,8.29601158,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__ANALYTIC_LOOCV__FULL__MIN_TRAINING_RANK,integer,9,,rank,integer,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__ANALYTIC_LOOCV__REDUCED__PRESS,float64,125680.06908423,,MPa2,fixed_8,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__ANALYTIC_LOOCV__REDUCED__MSE,float64,122.01948455,,MPa2,fixed_8,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__ANALYTIC_LOOCV__REDUCED__RMSE_MPA,float64,11.04624301,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__ANALYTIC_LOOCV__REDUCED__MAE_MPA,float64,8.75733850,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__ANALYTIC_LOOCV__REDUCED__MIN_TRAINING_RANK,integer,6,,rank,integer,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__ANALYTIC_LOOCV__LOG_AGE__PRESS,float64,53224.57720879,,MPa2,fixed_8,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__ANALYTIC_LOOCV__LOG_AGE__MSE,float64,51.67434680,,MPa2,fixed_8,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__ANALYTIC_LOOCV__LOG_AGE__RMSE_MPA,float64,7.18848710,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__ANALYTIC_LOOCV__LOG_AGE__MAE_MPA,float64,5.55131323,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__ANALYTIC_LOOCV__LOG_AGE__MIN_TRAINING_RANK,integer,9,,rank,integer,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__EXACT_LOPPO__FULL__PRESS,float64,113198.60553926,,MPa2,fixed_8,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__EXACT_LOPPO__FULL__MSE,float64,109.90155878,,MPa2,fixed_8,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__EXACT_LOPPO__FULL__RMSE_MPA,float64,10.48339443,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__EXACT_LOPPO__FULL__MAE_MPA,float64,8.30392410,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__EXACT_LOPPO__FULL__MIN_TRAINING_RANK,integer,9,,rank,integer,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__EXACT_LOPPO__REDUCED__PRESS,float64,125914.02027621,,MPa2,fixed_8,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__EXACT_LOPPO__REDUCED__MSE,float64,122.24662163,,MPa2,fixed_8,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__EXACT_LOPPO__REDUCED__RMSE_MPA,float64,11.05651942,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__EXACT_LOPPO__REDUCED__MAE_MPA,float64,8.76347931,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__EXACT_LOPPO__REDUCED__MIN_TRAINING_RANK,integer,6,,rank,integer,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__EXACT_LOPPO__LOG_AGE__PRESS,float64,53324.24759644,,MPa2,fixed_8,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__EXACT_LOPPO__LOG_AGE__MSE,float64,51.77111417,,MPa2,fixed_8,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__EXACT_LOPPO__LOG_AGE__RMSE_MPA,float64,7.19521467,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__EXACT_LOPPO__LOG_AGE__MAE_MPA,float64,5.55641551,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__EXACT_LOPPO__LOG_AGE__MIN_TRAINING_RANK,integer,9,,rank,integer,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__SEED,null,,null,seed,literal,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__LOOCV__REDUCED_MINUS_FULL__MSE,float64,12.40872734,,MPa2,fixed_8,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__LOOCV__REDUCED_MINUS_FULL__RMSE_MPA,float64,0.57672739,,MPa,fixed_8,VERIFIED_REPLAY
CP01_DIAG__RESAMPLING__LOOCV__REDUCED_MINUS_FULL__MAE_MPA,float64,0.46132693,,MPa,fixed_8,VERIFIED_REPLAY
